Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|P36578|RL4_HUMAN,P36578,RL4_HUMAN,RPL4,427,Homo sapiens OX=9606,60S ribosomal protein L4 ,1:Experimental evidence at protein level,1,0.999,29,29,29,149,149,149,2433264256,2433264256,2433264256,"10C(57.0214), 11K(304.2071), 12K(304.2071), 14K(304.2071), 15K(304.2071), 17K(304.2071), 19K(304.2071), 1K(304.2071), 20K(304.2071), 2C(57.0214), 2K(304.2071), 3C(57.0214), 3K(304.2071), 4C(57.0214), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,12319613.27,9402593.032,11800765.91,7545655.842,13674694.56,19767695.87,18974744.91,15603064.52,21704551.71,17117423.16,15612818.52,19110610.43,23540493.55,20449162.63,19498140.42,23198884.9
sp|P36639|8ODP_HUMAN,P36639,8ODP_HUMAN,NUDT1,156,Homo sapiens OX=9606,Oxidized purine nucleoside triphosphate hydrolase ,1:Experimental evidence at protein level,1,0.999,2,2,2,5,5,5,14026086,14026086,14026086,"15K(304.2071), N-term(304.2071)",,,158505.0461,117006.9106,127546.4167,89361.4164,139379.873,186055.6072,154698.6419,162980.0395,222026.8514,179055.4878,152930.7328,201435.264,260018.1289,220393.9462,210456.6906,219196.5205
sp|P36776|LONM_HUMAN,P36776,LONM_HUMAN,LONP1,959,Homo sapiens OX=9606,"Lon protease homolog, mitochondrial ",1:Experimental evidence at protein level,1,0.999,34,34,34,84,84,84,243532524,243532524,243532524,"10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17M(15.9949), 18K(304.2071), 1K(304.2071), 22K(304.2071), 27M(15.9949), 2K(304.2071), 33K(304.2071), 34K(304.2071), 3C(57.0214), 3K(304.2071), 3M(15.9949), 5C(57.0214), 5M(15.9949), 6K(304.2071), 6M(15.9949), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,6156505.925,4868062.116,5978372.248,3602408.889,7119781.378,9633417.719,8274657.033,7914613.77,7037033.006,5352829.829,5041772.915,6285410.023,8489943.337,7316940.763,6891920.629,7907437.855
sp|P36871|PGM1_HUMAN,P36871,PGM1_HUMAN,PGM1,562,Homo sapiens OX=9606,Phosphoglucomutase-1 ,1:Experimental evidence at protein level,1,0.999,20,20,20,34,34,34,262166440,262166440,262166440,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 16K(304.2071), 1K(304.2071), 6M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,2728686.657,2030531.584,2334199.347,1666103.161,2369551.103,2806725.543,2596910.89,2485466.596,5656716.736,5038319.352,3843981.95,5737637.088,7379305.91,6468779.355,6471046.384,6343594.478
sp|P36897|TGFR1_HUMAN,P36897,TGFR1_HUMAN,TGFBR1,503,Homo sapiens OX=9606,TGF-beta receptor type-1 ,1:Experimental evidence at protein level,1,0.999,6,6,6,7,7,7,193410188,193410188,193410188,"10K(304.2071), 12K(304.2071), 21K(304.2071), 6M(15.9949), 7C(57.0214), 8K(304.2071), N-term(304.2071)",,,223096.0535,194203.5424,227409.2344,156089.2684,244090.6093,327039.5015,229173.1907,270151.4513,367708.1799,320529.1311,323873.0638,397476.647,558041.6602,479411.8843,479671.5659,522067.0367
sp|P36915|GNL1_HUMAN,P36915,GNL1_HUMAN,GNL1,607,Homo sapiens OX=9606,Guanine nucleotide-binding protein-like 1 ,1:Experimental evidence at protein level,1,0.999,14,14,14,32,32,32,85329306,85329306,85329306,"10C(57.0214), 10K(304.2071), 12K(304.2071), 18K(304.2071), 1K(304.2071), 2C(57.0214), 2K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,1595218.785,1259086.595,1572298.283,1019489.19,2014253.134,2829256.844,2395875.216,2280350.012,2242841.74,1723881.392,1697128.295,2018303.601,2519557.781,2216902.073,2057615.431,2461155.51
sp|P36941|TNR3_HUMAN,P36941,TNR3_HUMAN,LTBR,435,Homo sapiens OX=9606,Tumor necrosis factor receptor superfamily member 3 ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,15726348,15726348,15726348,"10C(57.0214), 18K(304.2071), N-term(304.2071)",,,197852.3206,160212.0656,172003.593,134635.4955,204994.6683,274081.7264,164031.4953,195219.9938,191768.9363,166757.0194,163580.1755,203680.6307,270603.749,210668.5298,246782.8043,244680.8047
sp|P36952|SPB5_HUMAN,P36952,SPB5_HUMAN,SERPINB5,375,Homo sapiens OX=9606,Serpin B5 ,1:Experimental evidence at protein level,1,0.999,3,3,3,3,3,3,4614959,4614959,4614959,"15K(304.2071), 21K(304.2071), 9K(304.2071), N-term(304.2071)",,,84074.7304,64038.3952,78785.7483,60531.2447,95636.9066,111088.1801,81545.6538,102214.7061,63699.9177,67886.692,66351.2983,89554.2479,102656.9055,96972.9842,80861.3376,102362.086
sp|P36954|RPB9_HUMAN,P36954,RPB9_HUMAN,POLR2I,125,Homo sapiens OX=9606,DNA-directed RNA polymerase II subunit RPB9 ,1:Experimental evidence at protein level,1,0.999,2,2,2,7,7,7,26237336,26237336,26237336,"12K(304.2071), 2C(57.0214), 5C(57.0214), 8M(15.9949), N-term(304.2071)",,,134027.0749,106158.5318,138145.6113,99201.4545,158661.6883,206267.4838,150280.9003,187492.1717,155270.1543,121878.9081,118094.6078,151551.3465,212271.1611,157266.8178,160809.0612,171947.1085
sp|P36957|ODO2_HUMAN,P36957,ODO2_HUMAN,DLST,453,Homo sapiens OX=9606,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial ",1:Experimental evidence at protein level,1,0.999,13,13,13,30,30,30,196238820,196238820,196238820,"13K(304.2071), 1K(304.2071), 20K(304.2071), 21K(304.2071), 2K(304.2071), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,2445405.105,2308073.997,2328269.023,1514424.012,2303748.326,3390822.184,2815101.141,2709066.458,3155955.819,2467005.387,2206858.174,3043991.871,3807417.469,3397289.702,2786134.099,3383483.765
sp|P36959|GMPR1_HUMAN,P36959,GMPR1_HUMAN,GMPR,345,Homo sapiens OX=9606,GMP reductase 1 ,1:Experimental evidence at protein level,1,0.999,2,2,2,2,2,2,74583403,3521099,3521099,"13K(304.2071), 9C(57.0214), N-term(304.2071)",,,46511.3672,38176.58,44383.9956,37774.7297,52421.5331,67735.0965,45482.7812,57638.9105,78226.4365,69447.9133,62493.3253,80550.0281,105181.7227,92053.6206,92252.3819,101606.2949
sp|P36969|GPX4_HUMAN,P36969,GPX4_HUMAN,GPX4,197,Homo sapiens OX=9606,Phospholipid hydroperoxide glutathione peroxidase ,1:Experimental evidence at protein level,1,0.999,9,9,9,17,17,17,67404637,67404637,67404637,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 19K(304.2071), 2C(57.0214), 4M(15.9949), 6C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,939798.1164,780713.8446,869355.9434,561483.9781,930498.5523,1097275.665,815529.3708,932927.8892,774976.2343,682455.875,625929.5771,836808.7006,1091320.846,911481.8048,901351.7569,996361.4092
sp|P37108|SRP14_HUMAN,P37108,SRP14_HUMAN,SRP14,136,Homo sapiens OX=9606,Signal recognition particle 14 kDa protein ,1:Experimental evidence at protein level,1,0.999,9,9,9,27,27,27,206729672,206729672,206729672,"10K(304.2071), 13K(304.2071), 1K(304.2071), 3M(15.9949), 4K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1987020.999,1390255.265,1654642.382,984940.4945,1932197.955,2776755.98,2708737.975,2226246.017,3286443.161,2220170.302,1996760.475,2441962.915,3189053.262,2553199.05,2567470.756,2998751.193
sp|P37173|TGFR2_HUMAN,P37173,TGFR2_HUMAN,TGFBR2,567,Homo sapiens OX=9606,TGF-beta receptor type-2 ,1:Experimental evidence at protein level,1,0.999,11,11,11,15,15,15,33736423,33736423,33736423,"13K(304.2071), 15K(304.2071), 1K(304.2071), 2K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,394337.6355,332125.0444,376201.4043,284934.0514,447892.5081,569044.9332,380605.0819,455577.8888,717760.1293,692616.5251,629580.4268,804605.2477,954856.873,790605.9714,884754.7575,1043463.543
sp|P37198|NUP62_HUMAN,P37198,NUP62_HUMAN,NUP62,522,Homo sapiens OX=9606,Nuclear pore glycoprotein p62 ,1:Experimental evidence at protein level,1,0.999,10,10,10,30,30,30,220828696,220828696,220828696,"10K(304.2071), 14K(304.2071), 1K(304.2071), 21K(304.2071), 23C(57.0214), 24K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071), N-term(42.0106)",,,1421403.379,1162009.777,1284953.249,886035.6181,1441861.705,2130891.092,1674735.787,1784836.497,2101093.637,1656958.504,1545559.926,1926075.429,2392037.703,2105877.823,1906466.521,2252171.82
sp|P37235|HPCL1_HUMAN,P37235,HPCL1_HUMAN,HPCAL1,193,Homo sapiens OX=9606,Hippocalcin-like protein 1 ,1:Experimental evidence at protein level,1,0.999,11,4,11,27,8,27,269323976,200517750,269323976,"12K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 1K(304.2071), 3M(15.9949), 4C(57.0214), 6M(15.9949), 7K(304.2071), N-term(304.2071)",,,1737064.748,1366417.372,1822665.431,1029621.609,1468354.443,2003829.101,1664860.721,1672482.05,3152890.252,2549370.869,2100597.678,3223869.032,3664799.957,3253492.494,2673426.412,3058298.664
sp|P37268|FDFT_HUMAN,P37268,FDFT_HUMAN,FDFT1,417,Homo sapiens OX=9606,Squalene synthase ,1:Experimental evidence at protein level,1,0.999,9,9,9,19,19,19,47526022,47526022,47526022,"10K(304.2071), 11K(304.2071), 15K(304.2071), 5M(15.9949), 7C(57.0214), 9M(15.9949), N-term(304.2071)",,,1211229.965,895180.9575,1068537.853,738773.4955,1454959.301,2066989.172,1572889.787,1576372.894,864322.9376,717245.6051,673448.0726,857131.0617,1084754.943,930902.1561,845535.6186,983779.6633
sp|P37802|TAGL2_HUMAN,P37802,TAGL2_HUMAN,TAGLN2,199,Homo sapiens OX=9606,Transgelin-2 ,1:Experimental evidence at protein level,1,0.999,13,12,13,127,119,127,1015810272,1015810272,1015810272,"10K(304.2071), 11K(304.2071), 12M(15.9949), 14K(304.2071), 15K(304.2071), 18K(304.2071), 1K(304.2071), 2M(15.9949), 3M(15.9949), 6M(15.9949), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,8020447.457,6163945.086,7429096.72,4693565.85,8337842.779,10613421.72,9080391.001,8361237.944,14657128.02,9940947.512,9999721.705,12103729.71,17012096.41,14462727.74,12847881.65,14559123.23
sp|P37837|TALDO_HUMAN,P37837,TALDO_HUMAN,TALDO1,337,Homo sapiens OX=9606,Transaldolase ,1:Experimental evidence at protein level,1,0.999,18,18,18,63,63,63,1180855056,1180855056,1180855056,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 1K(304.2071), 4M(15.9949), 5C(57.0214), 5K(304.2071), 6K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,6292927.885,4645693.899,5514425.302,3740302.557,5876127.501,7451757.346,6833356.981,6034796.719,9015470.476,6451303.547,6229789.626,8324782.443,11915570.98,9742739.901,10076143.77,10145810.94
sp|P38117|ETFB_HUMAN,P38117,ETFB_HUMAN,ETFB,255,Homo sapiens OX=9606,Electron transfer flavoprotein subunit beta ,1:Experimental evidence at protein level,1,0.999,16,16,16,45,45,45,516801032,516801032,516801032,"10K(304.2071), 12C(57.0214), 16K(304.2071), 17K(304.2071), 1K(304.2071), 2K(304.2071), 3M(15.9949), 5K(304.2071), 5M(15.9949), 6K(304.2071), 7C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,3906512.826,3212600.869,3905626.428,1910581.23,5119717.258,7308046.63,6439764.108,5876348.39,4340239.558,3106903.64,2893201.351,3576625.218,4017027.982,3544538.009,3239285.452,3724509.808
sp|P38159|RBMX_HUMAN,P38159,RBMX_HUMAN,RBMX,391,Homo sapiens OX=9606,"RNA-binding motif protein, X chromosome ",1:Experimental evidence at protein level,1,0.999,9,3,9,41,13,41,553439824,372574428,553439824,"11M(15.9949), 13K(304.2071), 14K(304.2071), 15M(15.9949), 3K(304.2071), 4M(15.9949), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,4674588.696,3040578.542,4331998.205,2191795.944,3980662.859,7565908.205,7242444.097,5571058.687,9370811.481,6643993.304,5857903.869,6943321.926,7510659.931,6506523.646,5718662.109,7487496.729
sp|P38432|COIL_HUMAN,P38432,COIL_HUMAN,COIL,576,Homo sapiens OX=9606,Coilin ,1:Experimental evidence at protein level,1,0.999,11,11,11,13,13,13,17803520,17803520,17803520,"12K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 1K(304.2071), 27K(304.2071), 4K(304.2071), 5K(304.2071), 6C(57.0214), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,525283.1885,394671.4862,468675.4171,313514.7071,494584.11,734712.5289,573962.6363,581710.7122,551795.3861,463964.1556,418636.5919,569944.1595,632978.0137,529174.7413,530350.7456,609174.2797
sp|P38435|VKGC_HUMAN,P38435,VKGC_HUMAN,GGCX,758,Homo sapiens OX=9606,Vitamin K-dependent gamma-carboxylase ,1:Experimental evidence at protein level,1,0.999,12,12,12,16,16,16,35212810,35212810,35212810,"12K(304.2071), 1K(304.2071), 4K(304.2071), 7K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,515715.3998,433446.6057,512038.1017,336442.8846,619829.765,803182.2084,667926.8885,651208.7192,1155350.255,829637.6705,834817.4276,994927.5023,1238764.836,1031228.004,1026048.858,1137786.403
sp|P38571|LICH_HUMAN,P38571,LICH_HUMAN,LIPA,399,Homo sapiens OX=9606,Lysosomal acid lipase/cholesteryl ester hydrolase ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,27048425,27048425,27048425,"11K(304.2071), 16K(304.2071), 6K(304.2071), 7K(304.2071), N-term(304.2071)",,,194886.5105,162736.8717,181058.3653,138819.8205,188531.777,250430.7383,200757.2756,212053.6662,489876.0178,422342.894,368465.996,463047.4592,532041.8281,466396.3639,446568.8231,510688.6496
sp|P38606|VATA_HUMAN,P38606,VATA_HUMAN,ATP6V1A,617,Homo sapiens OX=9606,V-type proton ATPase catalytic subunit A ,1:Experimental evidence at protein level,1,0.999,25,25,25,98,98,98,355174288,355174288,355174288,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12C(57.0214), 12K(304.2071), 15K(304.2071), 21K(304.2071), 22C(57.0214), 24K(304.2071), 2K(304.2071), 3K(304.2071), 3M(15.9949), 4M(15.9949), 5M(15.9949), 6C(57.0214), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,4479550.342,3577502.639,4112650.793,2908890.613,4989807.151,6761503.905,5410342.306,5555521.821,5751479.872,4400610.215,4323342.934,5544578.973,7009143.641,6145298.267,5894631.485,6742843.801
sp|P38646|GRP75_HUMAN,P38646,GRP75_HUMAN,HSPA9,679,Homo sapiens OX=9606,"Stress-70 protein, mitochondrial ",1:Experimental evidence at protein level,1,0.999,38,38,38,172,172,172,3158747392,1972533888,1972533888,"11M(15.9949), 12K(304.2071), 12M(15.9949), 13C(57.0214), 13K(304.2071), 13M(15.9949), 14C(57.0214), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 18M(15.9949), 19K(304.2071), 1C(57.0214), 1K(304.2071), 20K(304.2071), 20M(15.9949), 21K(304.2071), 21M(15.9949), 22K(304.2071), 24K(304.2071), 26K(304.2071), 2K(304.2071), 2M(15.9949), 3C(57.0214), 4M(15.9949), 5C(57.0214), 5K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,15717366.81,11860751.17,13314183.38,8819412.063,15191053.7,21401623.51,22934634.84,18751471.42,18652583.99,13258170.23,12359264.86,16221595.24,20557250.31,17943215.02,17234057.35,18828402
sp|P38919|IF4A3_HUMAN,P38919,IF4A3_HUMAN,EIF4A3,411,Homo sapiens OX=9606,Eukaryotic initiation factor 4A-III ,1:Experimental evidence at protein level,1,0.999,19,19,19,67,67,67,1078001120,294060448,294060448,"10K(304.2071), 10M(15.9949), 12K(304.2071), 13C(57.0214), 13K(304.2071), 13M(15.9949), 14K(304.2071), 15M(15.9949), 16C(57.0214), 16K(304.2071), 1K(304.2071), 28K(304.2071), 2M(15.9949), 3K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,3784852.507,2897825.652,3440430.349,2454657.734,4015565.753,5902431.033,5183671.266,4939475.592,5919190.851,4822954.651,4657654.168,5775412,6770027.874,5958989.528,5687247.998,6518924.562
sp|P38935|SMBP2_HUMAN,P38935,SMBP2_HUMAN,IGHMBP2,993,Homo sapiens OX=9606,DNA-binding protein SMUBP-2 ,1:Experimental evidence at protein level,1,0.999,6,6,6,9,9,9,10651780,10651780,10651780,"10K(304.2071), 11K(304.2071), 13K(304.2071), 1K(304.2071), 2K(304.2071), 9K(304.2071), N-term(304.2071)",,,238003.1837,190590.4345,230385.9596,171591.3321,272156.0978,348402.7776,262505.8607,314833.6875,310791.101,261560.309,251505.3925,327421.8939,412260.3975,355054.2693,337231.4808,370013.2469
sp|P39019|RS19_HUMAN,P39019,RS19_HUMAN,RPS19,145,Homo sapiens OX=9606,40S ribosomal protein S19 ,1:Experimental evidence at protein level,1,0.999,15,15,15,85,85,85,1397000096,1397000096,1397000096,"10K(304.2071), 11K(304.2071), 1K(304.2071), 2K(304.2071), 4K(304.2071), 4M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,6471239.826,5075582.285,5935167.948,3871140.5,7293090.543,10455928.35,9621492.653,8396569.278,10230181.85,8012550.674,7291420.652,8841712.44,11227898.06,9786655.723,9416544.659,11165383.19
sp|P39023|RL3_HUMAN,P39023,RL3_HUMAN,RPL3,403,Homo sapiens OX=9606,60S ribosomal protein L3 ,1:Experimental evidence at protein level,1,0.999,28,25,28,147,134,147,1974304832,1433172096,1974304832,"11C(57.0214), 12K(304.2071), 16K(304.2071), 16M(15.9949), 17K(304.2071), 18M(15.9949), 1K(304.2071), 20M(15.9949), 22K(304.2071), 24K(304.2071), 26K(304.2071), 2C(57.0214), 3C(57.0214), 3M(15.9949), 4C(57.0214), 4M(15.9949), 5K(304.2071), 5M(15.9949), 6K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,14556201.94,10284651.83,12847932.4,7951380.022,15011087.77,22099693.75,21940227.74,17977757.74,25878894.47,18881129.78,17515300.27,20572548.58,25565978.72,21708095.15,22278326.91,26083935.99
sp|P39656|OST48_HUMAN,P39656,OST48_HUMAN,DDOST,456,Homo sapiens OX=9606,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit ,1:Experimental evidence at protein level,1,0.999,12,12,12,39,39,39,1023535968,1023535968,1023535968,"11K(304.2071), 29K(304.2071), 4K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,6264359.22,4654510.338,5660536.348,3604354.156,6811758.888,9239649.95,7736818.678,7230933.656,6318675.015,4891568.609,4665586.786,5737603.573,7328216.307,6145240.692,6070013.345,6872835.937
sp|P39687|AN32A_HUMAN,P39687,AN32A_HUMAN,ANP32A,249,Homo sapiens OX=9606,Acidic leucine-rich nuclear phosphoprotein 32 family member A ,1:Experimental evidence at protein level,1,0.999,11,4,11,37,6,37,439043176,334238710,439043176,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 1C(57.0214), 1K(304.2071), 21K(304.2071), 2K(304.2071), 7C(57.0214), 9K(304.2071), N-term(304.2071)",,,3763036.902,2999093.557,3400671.016,2117760.963,4296065.526,5380909.883,4594749.079,4779071.081,4838286.335,3588236.508,3615606.204,4835765.011,6074020.231,4997681.701,4934387.403,5047369.479
sp|P39748|FEN1_HUMAN,P39748,FEN1_HUMAN,FEN1,380,Homo sapiens OX=9606,Flap endonuclease 1 ,1:Experimental evidence at protein level,1,0.999,13,13,13,47,47,47,473226136,473226136,473226136,"10K(304.2071), 11C(57.0214), 11K(304.2071), 15K(304.2071), 16K(304.2071), 18M(15.9949), 20K(304.2071), 20M(15.9949), 2M(15.9949), 5K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,1609378.948,1403242.606,1521901.893,1060672.538,1909473.548,2506095.778,1924714.759,2101600.536,2551911.494,2117934.315,1990667.924,2545609.93,3146083.726,2847707.057,2676393.991,2966374.539
sp|P39880|CUX1_HUMAN,P39880,CUX1_HUMAN,CUX1,1505,Homo sapiens OX=9606,Homeobox protein cut-like 1 ,1:Experimental evidence at protein level,1,0.999,20,5,20,32,8,32,94100166,11825416,94100166,"10K(304.2071), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14K(304.2071), 17K(304.2071), 18K(304.2071), 19K(304.2071), 2K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1986828.007,1698597.045,1769900.001,1136352.76,2010850.202,3004161.264,2339605.974,2500697.613,2333433.398,1813259.536,1729345.765,2234011.979,2673473.291,2287580.87,2195389.609,2511742.949
sp|P40121|CAPG_HUMAN,P40121,CAPG_HUMAN,CAPG,348,Homo sapiens OX=9606,Macrophage-capping protein ,1:Experimental evidence at protein level,1,0.999,14,14,14,80,80,80,774255088,774255088,774255088,"10K(304.2071), 11K(304.2071), 11M(15.9949), 12K(304.2071), 15M(15.9949), 16K(304.2071), 22K(304.2071), 26K(304.2071), 4K(304.2071), 8M(15.9949), N-term(304.2071), N-term(42.0106)",,,3655029.224,2974537.464,3430864.195,2523400.525,3545892.017,4715762.782,4766195.373,4189017.317,11396182.06,7851060.483,7588409.757,10344003.41,13354421.09,11373712.27,11041602.74,11410156
sp|P40123|CAP2_HUMAN,P40123,CAP2_HUMAN,CAP2,477,Homo sapiens OX=9606,Adenylyl cyclase-associated protein 2 ,1:Experimental evidence at protein level,1,0.999,12,12,12,26,26,26,410617220,218501570,218501570,"10K(304.2071), 11K(304.2071), 15K(304.2071), 18K(304.2071), 22K(304.2071), 27K(304.2071), 2M(15.9949), 3K(304.2071), 5M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,1336613.659,1014244.537,1133533.37,879133.3096,1392136.524,1846766.832,1439557.965,1466379.755,2353606.063,1702595.618,1597340.607,2141643.927,2860566.889,2377603.123,2373555.18,2620006.268
sp|P40189|IL6RB_HUMAN,P40189,IL6RB_HUMAN,IL6ST,918,Homo sapiens OX=9606,Interleukin-6 receptor subunit beta ,1:Experimental evidence at protein level,1,0.999,10,10,10,14,14,14,18425066,18425066,18425066,"10K(304.2071), 16K(304.2071), 21K(304.2071), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,505371.296,389264.4866,435748.3403,324598.472,471469.3157,601154.1524,531336.3186,493506.1922,829036.147,649175.1402,585290.6239,779082.4854,1107837.559,908243.9123,1005975.262,1047540.831
sp|P40222|TXLNA_HUMAN,P40222,TXLNA_HUMAN,TXLNA,546,Homo sapiens OX=9606,Alpha-taxilin ,1:Experimental evidence at protein level,1,0.999,21,20,21,45,44,45,260687300,260687300,260687300,"10C(57.0214), 10K(304.2071), 12K(304.2071), 15K(304.2071), 18K(304.2071), 19K(304.2071), 1K(304.2071), 2K(304.2071), 35K(304.2071), 3K(304.2071), 5M(15.9949), 6M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,3485798.349,2916472.374,3403257.067,2369154.751,4122080.644,5458842.167,3913788.896,4472513.001,5116684.608,4482015.24,4170468.17,5280130.71,6422112.501,5564987.096,5461580.109,6443312.654
